Unnamed: 0,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Kd_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Kd_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,Kd_600.0,g
193,1.92,0.00027798840078739417,0.007149361626941685,0.01368203356134347,0.012282627640592665,0.0013994059207508049,0.06,30.0,0.1272,0.6346,0.0002011801101705464,0.005205288506720382,0.010031312017692914,0.008978740322164948,0.001052571695527965,0.09,30.0,0.1272,0.69389,0.00016707077145020817,0.003499809968018294,0.006667126354312684,0.005946534791167865,0.0007205915631448195,0.13,30.0,0.1272,0.76642,0.98
194,1.93,0.0002697145011138096,0.007101308821966467,0.013523466389339222,0.012188777478319422,0.0013346889110197983,0.06,30.0,0.1272,0.64295,0.00018707690180738226,0.005167285567880685,0.009897519505577441,0.008900485962866649,0.0009970335427107973,0.09,30.0,0.1272,0.70039,0.00013985728401730283,0.0034738539942717347,0.006536804147354446,0.005890186629210361,0.0006466175181440835,0.13,30.0,0.1272,0.77811,0.98
195,1.94,0.0002479650539708049,0.007049989676037738,0.013353364307766487,0.012086088103712976,0.001267276204053513,0.06,30.0,0.1272,0.65285,0.00017989114033270946,0.005119757816501182,0.009746558878309854,0.00879885897366348,0.000947699904646375,0.09,30.0,0.1272,0.7119,0.00013024725157925515,0.003440642485418101,0.006431304211316187,0.005827605588089325,0.0006036986232268628,0.13,30.0,0.1272,0.78365,0.98
196,1.95,0.0002590648624557371,0.007006146966191564,0.01320181618455596,0.011987267512399454,0.0012145486721565053,0.06,30.0,0.1272,0.66102,0.0001650089177625975,0.00509067394783918,0.009609172647394049,0.008736592075258398,0.0008725805721356498,0.09,30.0,0.1272,0.72252,0.0001058032650012482,0.0034224857805761014,0.006326204708242829,0.005786788059273166,0.0005394166489696638,0.13,30.0,0.1272,0.79362,0.98
197,1.96,0.0002344653751230077,0.006955748977256787,0.01297670796042396,0.011874707759614684,0.0011020002008092751,0.06,30.0,0.1272,0.67188,0.0001541617153477098,0.00504944656266599,0.009468745697275864,0.008653099962735123,0.0008156457345407416,0.09,30.0,0.1272,0.73301,9.390380357046574e-05,0.003388675575770062,0.006207728812571845,0.005718808914111612,0.000488919898460234,0.13,30.0,0.1272,0.81074,0.98
198,1.97,0.00022183753236985586,0.006910324463772536,0.012817290129412132,0.011786104286465893,0.0010311858429462445,0.06,30.0,0.1272,0.68548,0.00014602727885261276,0.005012423148798828,0.00931551452564277,0.008568025048794836,0.0007474894768479335,0.09,30.0,0.1272,0.74476,7.232227886869642e-05,0.0033643732611033927,0.0060672858000764785,0.005658329346536746,0.0004089564535397332,0.13,30.0,0.1272,0.82338,0.98
199,1.98,0.00022991020012535054,0.00687257145938399,0.01264594309510057,0.011688810061812728,0.0009571330332878457,0.06,30.0,0.1272,0.70045,0.0001337169927975299,0.004984464381902427,0.009161573484166356,0.008495047235547655,0.0006665262486187024,0.09,30.0,0.1272,0.76534,6.328623385409905e-05,0.003337491388506138,0.005961189829293388,0.0056039813270199,0.00035720850227348753,0.13,30.0,0.1272,0.84289,0.98
200,1.99,0.00020654908310832872,0.006831899789003604,0.012407898072664243,0.011575366455032916,0.0008325316176313296,0.06,30.0,0.1272,0.72794,0.0001265278677603538,0.004952702326014408,0.009000501678170151,0.008415130866636795,0.0005853708115333562,0.09,30.0,0.1272,0.7889,5.480192004708082e-05,0.0033068294139174145,0.005818053835057606,0.005527969351019505,0.00029008448403810124,0.13,30.0,0.1272,0.8754,0.98
201,2.0,0.00020712637941129063,0.006766266074462306,0.012064380508058532,0.011369093375246244,0.0006952871328122892,0.04,0.17,0.0007208,0.076899,0.0001254533889262472,0.0049071588351361686,0.008739425593329575,0.008267932814469582,0.00047149277885998937,0.06,0.17,0.0007208,0.10873,4.779750368710556e-05,0.0032724450886824274,0.005615690610659404,0.0054180950189474655,0.0001975955917119403,0.12,0.17,0.0007208,0.21044,0.93
202,2.01,0.0001900007080138831,0.006753673083352563,0.012013526310272046,0.011351553128323979,0.0006619731819480664,0.04,0.17,0.0026503,0.083337,0.00011639746600378935,0.004896898474886583,0.008699993344373722,0.008242415140410813,0.00045757820396291,0.06,0.17,0.0026503,0.11428,4.895835099447807e-05,0.0032667257038076184,0.005597340911504887,0.005400920487624945,0.00019642042387994318,0.12,0.17,0.0026503,0.21044,0.93
203,2.02,0.00020359015225322537,0.006770331734494385,0.012054649814369248,0.011372587248566865,0.0006820625658023838,0.04,0.17,0.0026503,0.083575,0.0001161428949581496,0.004897283071164913,0.008706294622067845,0.008245694496288347,0.00046060012577950056,0.06,0.17,0.0026503,0.11249,4.9257634792913993e-05,0.003259384345978962,0.0055805627099207444,0.005384781716060412,0.00019578099386033068,0.12,0.17,0.0026503,0.21354,0.93
204,2.03,0.0001802653041081469,0.006757468019811205,0.012006849436438155,0.011351642638474714,0.0006552067979634384,0.04,0.17,0.0026503,0.082085,0.0001120218777803903,0.004883684974496173,0.008649797902019219,0.008208564399311754,0.0004412335027074667,0.06,0.17,0.0026503,0.11094,4.639119359976194e-05,0.0032514625283553726,0.00555334725311055,0.0053645805075521235,0.0001887667455584257,0.12,0.17,0.0026503,0.21235,0.93
205,2.04,0.00020794222770589426,0.006753088272296793,0.012029856917374045,0.011338519066795704,0.0006913378505783407,0.04,0.17,0.0026503,0.080177,0.00011825117170450714,0.004890053210457071,0.008668726842096637,0.008218600039448142,0.00045012680264849483,0.06,0.17,0.0026503,0.1144,5.2914434322299996e-05,0.0032475631262749204,0.005540622218531128,0.005348240175396702,0.00019238204313442572,0.12,0.17,0.0026503,0.20979,0.93
206,2.05,0.00018155850086388385,0.006761787906033773,0.012035786164813376,0.011372087335768373,0.0006636988290450033,0.04,0.17,0.0026503,0.081608,0.00012472161405318617,0.004891389111544932,0.008688824752727097,0.008223096436783156,0.0004657283159439441,0.06,0.17,0.0026503,0.11463,4.654844771383015e-05,0.0032469500068782035,0.005541658521385771,0.005354347414996461,0.00018731110638930997,0.12,0.17,0.0026503,0.21312,0.93
207,2.06,0.0001964935687853139,0.0067303874058559894,0.011954328519519795,0.01128989832867126,0.0006644301908485401,0.04,0.17,0.0026503,0.080833,0.000122865372377888,0.004873034854485088,0.008640048210707655,0.008183504517567183,0.00045654369314047303,0.06,0.17,0.0026503,0.11398,5.262978044791176e-05,0.003235533326426774,0.0055097954953445575,0.005320402199408127,0.0001893932959364307,0.12,0.17,0.0026503,0.21157,0.93
208,2.07,0.00019318451137897386,0.0067342813293500454,0.011953175145339013,0.011292624202083996,0.0006605509432550155,0.04,0.17,0.0026503,0.079164,0.0001180518458213059,0.004880998296362345,0.008636405614854237,0.008191288171860723,0.00044511744299351635,0.06,0.17,0.0026503,0.11088,5.025945250948762e-05,0.0032357459641002167,0.00550421842012836,0.005320928384115203,0.00018329003601315745,0.12,0.17,0.0026503,0.21414,0.93
209,2.08,0.000207775467899427,0.006732713950387221,0.011952895215550334,0.01127989615265231,0.0006729990628980247,0.04,0.17,0.0026503,0.081608,0.00011991463414536951,0.00486121691432781,0.008607456100876343,0.008158317727484023,0.00044913837339232,0.06,0.17,0.0026503,0.11094,4.896655719178002e-05,0.003219129650342769,0.005459869781927025,0.005282606889700122,0.00017726289222690157,0.12,0.17,0.0026503,0.21116,0.93
210,2.09,0.00019500998310423984,0.00672280866973379,0.011911871215250733,0.011255143064510269,0.0006567281507404627,0.04,0.17,0.0026503,0.081846,0.00011567198212081214,0.004849348564241409,0.008566689906819755,0.008130035498425564,0.00043665440839419365,0.06,0.17,0.0026503,0.11076,5.3051049598441196e-05,0.0032167358097026084,0.0054537170055555095,0.005271679210418782,0.00018203779513672772,0.12,0.17,0.0026503,0.20955,0.93
211,2.1,0.00020723281078132032,0.00671387456966623,0.011917658440157188,0.011243091344953627,0.0006745670952035621,0.04,0.17,0.0026503,0.082741,0.00011268956290657959,0.004854561775334706,0.008569562254009956,0.008136599308856459,0.00043296294515349784,0.06,0.17,0.0026503,0.10951,4.5740981965365235e-05,0.0032083196833583576,0.00542963156973344,0.005257804260416679,0.00017182730931676062,0.12,0.17,0.0026503,0.21217,0.93
212,2.11,0.00020009977798189174,0.00670657959948368,0.011910897977952058,0.011245189606312836,0.0006657083716392206,0.04,0.17,0.0026503,0.079283,0.00011503811276652061,0.004851185524356748,0.008564271302135114,0.008126275152211832,0.000437996149923281,0.06,0.17,0.0026503,0.10873,5.07240770662211e-05,0.003201703842347319,0.005415846947560858,0.005240228992968208,0.00017561795459264905,0.12,0.17,0.0026503,0.21068,0.93
213,2.12,0.0001862522542617111,0.006706648934612398,0.011868086261780765,0.011226269812186537,0.0006418164495942302,0.04,0.17,0.0026503,0.080475,0.00011721877660455652,0.004844355376061368,0.008539025652107377,0.008105680294995957,0.0004333453571114209,0.06,0.17,0.0026503,0.11171,5.101980987576519e-05,0.003193538685844333,0.005393829970628226,0.0052193585222785515,0.0001744714483496758,0.12,0.17,0.0026503,0.21026,0.93
214,2.13,0.00019007942646300083,0.006712545247101884,0.011859446259168441,0.011223177539072876,0.0006362687200955672,0.04,0.17,0.0026503,0.080535,0.000111319148870303,0.004834864307774193,0.008504475033240174,0.008084044518399622,0.0004204305148405494,0.06,0.17,0.0026503,0.11183,4.827870773663885e-05,0.0031847360989911977,0.005361781049420927,0.005196172973890745,0.00016560807553018235,0.12,0.17,0.0026503,0.20937,0.93
215,2.14,0.0001849549745782285,0.006701606028965762,0.011843534369408486,0.011207573465669769,0.000635960903738717,0.04,0.17,0.0026503,0.080177,0.00011131711611443558,0.004830983676607338,0.008493121866098926,0.00807263900731543,0.0004204828587834964,0.06,0.17,0.0026503,0.1135,4.720178358265693e-05,0.0031783572253684285,0.005361277102238957,0.005193355406283515,0.0001679216959554434,0.12,0.17,0.0026503,0.20913,0.93
216,2.15,0.00019056348979216365,0.006713067095694389,0.011858507358525118,0.011215988754878442,0.0006425186036466736,0.04,0.17,0.0026503,0.078747,0.00010987951942119965,0.004830336076969734,0.008487115195350569,0.008068684472030945,0.0004184307233196224,0.06,0.17,0.0026503,0.11219,4.6462378021932885e-05,0.0031724174201077427,0.005338257211674308,0.005175182033321657,0.0001630751783526527,0.12,0.17,0.0026503,0.20979,0.93
217,2.16,0.00018952446848756902,0.006687281929975709,0.011820425953666383,0.011177324980413942,0.0006431009732524416,0.04,0.17,0.0026503,0.082502,0.00011923977754769718,0.004820276019728444,0.008474024495259807,0.008050358150429994,0.00042366634482981185,0.06,0.17,0.0026503,0.1135,4.757347967680751e-05,0.0031670676503819098,0.005320286635908018,0.0051588800180905146,0.0001614066178175044,0.12,0.17,0.0026503,0.20698,0.93
218,2.17,0.00020760879385615258,0.006693772906538229,0.011848217642978994,0.01118343023163019,0.0006647874113488057,0.04,0.17,0.0026503,0.081071,0.00011119229242547603,0.004815330142021519,0.008445813844109395,0.008036339923956639,0.0004094739201527586,0.06,0.17,0.0026503,0.11332,5.048729700331554e-05,0.0031641465174911433,0.005315086330980231,0.00515085114545457,0.00016423518552566104,0.12,0.17,0.0026503,0.2068,0.93
219,2.18,0.00019702197561558392,0.006689938922325446,0.011819425199374844,0.01117744876645055,0.0006419764329242962,0.04,0.17,0.0026503,0.081608,0.00011747717542354375,0.004813114921760699,0.00845342987302077,0.008030320529039599,0.0004231093439811688,0.06,0.17,0.0026503,0.10802,4.87248645531827e-05,0.003149675301233297,0.005292341661850754,0.005127252271237232,0.00016508939061352256,0.12,0.17,0.0026503,0.21116,0.93
220,2.19,0.00019824748500611809,0.0066792420189621775,0.011807898096178512,0.011160927455485005,0.0006469706406935091,0.04,0.17,0.0026503,0.082502,0.00011647295760120355,0.004811537892961705,0.008450651354579147,0.008028787381973521,0.0004218639726056255,0.06,0.17,0.0026503,0.11326,5.1461413880378483e-05,0.0031477559051760716,0.005277547367792362,0.005112130328765796,0.0001654170390265657,0.12,0.17,0.0026503,0.20734,0.93
221,2.2,0.00018323331582421914,0.006678843124218193,0.011777809954702746,0.01115453689557728,0.0006232730591254667,0.04,0.17,0.0026503,0.082264,0.00011805181850826243,0.00480217137515935,0.008412081116918794,0.00799532772970635,0.0004167533872124446,0.06,0.17,0.0026503,0.11171,4.687447026065455e-05,0.003138492656117226,0.005256760610190883,0.0050990669342739344,0.00015769367591694704,0.12,0.17,0.0026503,0.20716,0.93
222,2.21,0.0001857937136956908,0.006665331185376837,0.011738167661304474,0.011115930596097646,0.0006222370652068295,0.04,0.17,0.0026503,0.08125,0.00011501843724646607,0.004791313433830076,0.008406637240539735,0.007990423990943163,0.00041621324959657244,0.06,0.17,0.0026503,0.10951,5.129260512544103e-05,0.003131537782002206,0.005241309864441759,0.0050800758560382185,0.00016123400840353975,0.12,0.17,0.0026503,0.20704,0.93
223,2.22,0.0001978758767045733,0.006680484948533314,0.011789471558033235,0.011145889222248562,0.0006435823357846723,0.04,0.17,0.0026503,0.07821,0.00011298533781210071,0.004786499081785161,0.008382726755588262,0.00797028416990376,0.0004124425856845022,0.06,0.17,0.0026503,0.11326,4.889171332746126e-05,0.0031296030487071302,0.005234905659587162,0.00507707352800549,0.00015783213158167378,0.12,0.17,0.0026503,0.20937,0.93
224,2.23,0.00019230991035151492,0.0066614096290300165,0.011727196350696951,0.011097266483567507,0.0006299298671294442,0.04,0.17,0.0026503,0.081548,0.00011756735069431523,0.0047746582224050945,0.00837344101880742,0.007953424907279719,0.0004200161115276997,0.06,0.17,0.0026503,0.11171,4.6516731935100636e-05,0.0031227118074573235,0.005215591686048314,0.005060384067655874,0.00015520761839244086,0.12,0.17,0.0026503,0.20537,0.93
225,2.24,0.00019324733093447114,0.0066687641905507486,0.011753832666453322,0.01111898852569382,0.0006348441407595011,0.04,0.17,0.0026503,0.078925,0.00011653962184217169,0.004770359137538455,0.00835327296443651,0.00793820221823731,0.00041507074619919854,0.06,0.17,0.0026503,0.11064,4.998509077012302e-05,0.0031167478259777406,0.005206594760534321,0.005047319390033048,0.00015927537050127314,0.12,0.17,0.0026503,0.20657,0.93
226,2.25,0.00019099960453384257,0.006654757407652047,0.01170744605799086,0.01108565218020046,0.0006217938777904002,0.04,0.17,0.0026503,0.078448,0.0001146873248198948,0.004779728377668874,0.008358926120390114,0.007947687856492414,0.00041123826389769707,0.06,0.17,0.0026503,0.11225,4.948539158727469e-05,0.0031057925075493324,0.005185710167247684,0.005027606126652192,0.00015810404059549406,0.12,0.17,0.0026503,0.20782,0.93
227,2.26,0.00019341944981730213,0.0066488080339023115,0.011705333995678935,0.011076706239872452,0.000628627755806484,0.04,0.17,0.0026503,0.081131,0.00010675846180430089,0.004770122046505117,0.008317503478612227,0.007924841411508182,0.00039266206710404335,0.06,0.17,0.0026503,0.10981,5.156682427605691e-05,0.0031036612507649866,0.0051709744211037075,0.005014739642006582,0.00015623477909712568,0.12,0.17,0.0026503,0.20531,0.93
228,2.27,0.00019638876877013583,0.00663776818901182,0.011658269277812444,0.011038499676930127,0.000619769600882319,0.04,0.17,0.0026503,0.078568,0.00011674256001699075,0.004759190625297599,0.008314279228877213,0.007904938802992758,0.000409340425884456,0.06,0.17,0.0026503,0.111,4.992922145798976e-05,0.003093491231625561,0.0051557150024328265,0.004999639899636681,0.00015607510279614425,0.12,0.17,0.0026503,0.20859,0.93
229,2.28,0.00017908545247028354,0.006634126234941572,0.01163941536319124,0.011037265823002792,0.0006021495401884495,0.04,0.17,0.0026503,0.081131,0.00011768567178615907,0.004761753215459329,0.008327294112534958,0.007915367592730746,0.0004119265198042115,0.06,0.17,0.0026503,0.11094,4.833604175645768e-05,0.003085667335635772,0.005137598969985132,0.004984594998315383,0.00015300397166974987,0.12,0.17,0.0026503,0.20716,0.93
230,2.29,0.000188779760451119,0.006605600921566341,0.011606318549787742,0.01098912191052937,0.0006171966392583746,0.04,0.17,0.0026503,0.077554,0.00011542777380723333,0.004752023219534013,0.008302244312295877,0.007893562363714109,0.0004086819485817671,0.06,0.17,0.0026503,0.10778,5.0708537521714574e-05,0.00308340128976279,0.005120141503284077,0.004970426772002583,0.00014971473128149338,0.12,0.17,0.0026503,0.20454,0.93
231,2.3,0.00019007278737056982,0.006638369107437285,0.01165502377464523,0.011043735579652426,0.000611288194992804,0.04,0.17,0.0026503,0.079641,0.00011514399308998716,0.0047441610552269526,0.008267331495580149,0.007869563616997597,0.00039776787858254915,0.06,0.17,0.0026503,0.11159,4.664595202246928e-05,0.0030762807082733096,0.005098609838740266,0.004954386695862843,0.00014422314287742302,0.12,0.17,0.0026503,0.20502,0.93
232,2.31,0.00018400198814363142,0.006630753652834477,0.01162348477853533,0.01101824064717968,0.0006052441313556491,0.04,0.17,0.0026503,0.079939,0.00011085981087309251,0.004751373999498624,0.008281555634154,0.00788211242253067,0.0003994432116233312,0.06,0.17,0.0026503,0.10814,4.7195600403533346e-05,0.003075412154989135,0.005095665338388871,0.004951461821402056,0.00014420351698681415,0.12,0.17,0.0026503,0.2043,0.93
233,2.32,0.00018459925391965201,0.006631034005280388,0.011641642999696876,0.011030218201552085,0.0006114247981447904,0.04,0.17,0.0026503,0.078806,0.00011139225777105376,0.004740676160030297,0.008244531027216227,0.007855464664177234,0.0003890663630389922,0.06,0.17,0.0026503,0.11076,4.8732366411853326e-05,0.00306912797057691,0.005094550936444993,0.004943864555513806,0.00015068638093118693,0.12,0.17,0.0026503,0.20502,0.93
234,2.33,0.00020224945689484847,0.006604259325416477,0.011592823986650602,0.0109678561232928,0.0006249678633578009,0.04,0.17,0.0026503,0.07815,0.00011432322682077025,0.00472602677249619,0.008228889657916015,0.007834621214812659,0.00039426844310335384,0.06,0.17,0.0026503,0.11267,4.986054131236629e-05,0.003056633060552733,0.005058689577211672,0.0049133064081886895,0.00014538316902298255,0.12,0.17,0.0026503,0.20388,0.93
235,2.34,0.00019330961831249944,0.006591140195770948,0.011562532675886573,0.010950889609779862,0.00061164306610671,0.04,0.17,0.0026503,0.081071,0.00010907482875007836,0.004725097090883873,0.008213410987125823,0.007824587963111793,0.0003888230240140295,0.06,0.17,0.0026503,0.11237,5.066030858476344e-05,0.0030534306444905774,0.005049711185963153,0.004904016043375674,0.0001456951425874778,0.12,0.17,0.0026503,0.20627,0.93
236,2.35,0.0001960230733306605,0.006612413366320297,0.011605642678198566,0.010988301854874934,0.0006173408233236321,0.04,0.17,0.0026503,0.0797,0.00011196037087909944,0.004718693080474909,0.008197678656280719,0.007808016517080455,0.00038966213920026366,0.06,0.17,0.0026503,0.1101,4.762303229611994e-05,0.00304532971882002,0.005037432034758883,0.00489357532521236,0.00014385670954652254,0.12,0.17,0.0026503,0.20448,0.93
237,2.36,0.00020385380239784632,0.006590677706483029,0.011554141777947101,0.010933557218021753,0.0006205845599253463,0.04,0.17,0.0026503,0.078568,0.00010781265724704079,0.0047215429104836785,0.008188050625535313,0.0078077056573465,0.0003803449681888131,0.06,0.17,0.0026503,0.10951,5.10476614830435e-05,0.0030402466927015996,0.00502201831969554,0.004875079912318193,0.00014693840737734537,0.12,0.17,0.0026503,0.20472,0.93
238,2.37,0.0001910063569185325,0.006591594644222187,0.011546087820456326,0.01093646111180266,0.0006096267086536648,0.04,0.17,0.0026503,0.077733,0.00011110632670154836,0.004710286029041531,0.008187928033842063,0.0077952275710363225,0.00039270046280573943,0.06,0.17,0.0026503,0.10814,4.970260774233814e-05,0.0030378979112596224,0.005011485425478171,0.0048685759865452,0.00014290943893297396,0.12,0.17,0.0026503,0.2037,0.93
239,2.38,0.00017726394909564657,0.006577419370425659,0.011489022130782586,0.010906510669629693,0.0005825114611528929,0.04,0.17,0.0026503,0.079998,0.0001086181632159744,0.004703958395446197,0.008161742385994705,0.0077807247428816565,0.00038101764311304815,0.06,0.17,0.0026503,0.10635,4.5830036537028265e-05,0.0030268538344503347,0.004991639389695938,0.004852003304267434,0.0001396360854285043,0.12,0.17,0.0026503,0.20376,0.93
240,2.39,0.00018892469838576034,0.006584156979219692,0.01152349622488449,0.010919800133827418,0.0006036960910570753,0.04,0.17,0.0026503,0.078747,0.00011517596548127287,0.004702020596238845,0.008170441950058751,0.007779754360248622,0.0003906875898101313,0.06,0.17,0.0026503,0.10766,4.7732950013726645e-05,0.003017844475566523,0.004971432992979834,0.004832902270152286,0.00013853072282754808,0.12,0.17,0.0026503,0.20388,0.93
241,2.4,0.00018795935001575737,0.0065800146037825365,0.011514420174818218,0.010914313351630588,0.0006001068231876326,0.04,0.17,0.0026503,0.079104,0.00010914801523128,0.004689812503560322,0.008116774734657922,0.007741668792579469,0.0003751059420784532,0.06,0.17,0.0026503,0.10736,4.4981582186113915e-05,0.003015630836595538,0.004960080564518217,0.004825758343995092,0.00013432222052312489,0.12,0.17,0.0026503,0.20245,0.93
242,2.41,0.00018339980583570944,0.006558383850699362,0.011438535743391154,0.010855227870444246,0.0005833078729469093,0.04,0.17,0.0026503,0.079164,0.00010850830145209397,0.004697138087087558,0.008128703371875708,0.007753839071501802,0.0003748643003739064,0.06,0.17,0.0026503,0.10873,4.8300412203100356e-05,0.003011865956574922,0.004953864221722869,0.004815306070016591,0.0001385581517062774,0.12,0.17,0.0026503,0.2049,0.93
243,2.42,0.00017393675674388462,0.006561582917817026,0.011467598859298725,0.010885281404022706,0.00058231745527602,0.04,0.17,0.0026503,0.078687,0.00010949917107462963,0.004680447590534992,0.008108994095702838,0.0077307514524416485,0.0003782426432611912,0.06,0.17,0.0026503,0.10712,4.84587906912021e-05,0.003004718410839956,0.004939907960126478,0.004802601401711751,0.00013730655841472794,0.12,0.17,0.0026503,0.20406,0.93
244,2.43,0.00020152343880264374,0.006555168684754843,0.011467583882747013,0.01085682252465134,0.0006107613580956728,0.04,0.17,0.0026503,0.078866,0.00011016927371490362,0.004678387250251677,0.008106697030868876,0.00772433984545914,0.00038235718540973325,0.06,0.17,0.0026503,0.10826,5.036376794656856e-05,0.0029991557232674935,0.004929936437856601,0.004789682241174017,0.00014025419668258504,0.12,0.17,0.0026503,0.20442,0.93
245,2.44,0.000170517388347069,0.006558098261632442,0.011436899011402478,0.010861839493159168,0.000575059518243312,0.04,0.17,0.0026503,0.079343,0.00010466881503989054,0.004675795967901989,0.008084676291917536,0.007713447093076794,0.00037122919884074237,0.06,0.17,0.0026503,0.10867,4.946784788849472e-05,0.002988932797319076,0.004909198532896496,0.004770191472590507,0.00013900706030598858,0.12,0.17,0.0026503,0.20186,0.93
246,2.45,0.00018705406640363736,0.006564145718392532,0.011447265580449633,0.010859192612147812,0.0005880729683018171,0.04,0.17,0.0026503,0.07976,0.00011695210740656578,0.004672983755882659,0.008098680032289496,0.00770974038541412,0.00038893964687537313,0.06,0.17,0.0026503,0.111,4.5090771766368556e-05,0.0029815544364392424,0.004882700522289464,0.00475380171196856,0.00012889881032090265,0.12,0.17,0.0026503,0.20209,0.93
247,2.46,0.0001776155975235869,0.006533109988941404,0.011376800711839297,0.010805425822823773,0.0005713748890155229,0.04,0.17,0.0026503,0.079879,0.0001045432949379407,0.004664318634521651,0.00806155049003343,0.007690914520740724,0.0003706359692927045,0.06,0.17,0.0026503,0.11213,4.6092392115298664e-05,0.0029811761441615957,0.004886673915663985,0.004753226108648949,0.00013344780701503555,0.12,0.17,0.0026503,0.20299,0.93
248,2.47,0.0001920766582489009,0.006549389323604739,0.011437169877349685,0.010840390770058385,0.0005967791072913001,0.04,0.17,0.0026503,0.077733,0.00010771353989146819,0.004652102067711206,0.008024772280114157,0.007658348236927377,0.0003664240431867827,0.06,0.17,0.0026503,0.10975,4.8997285847130205e-05,0.0029775994927433522,0.004879480139714172,0.004742761466706307,0.0001367186730078629,0.12,0.17,0.0026503,0.20126,0.93
249,2.48,0.00017800858631991193,0.0065149377924163055,0.011345907693523404,0.01077314110283639,0.000572766590687013,0.04,0.17,0.0026503,0.076481,0.00010707955741760178,0.004658536382953808,0.008056869804976677,0.007679688181818277,0.00037718162315839775,0.06,0.17,0.0026503,0.10885,4.77822281206039e-05,0.0029712596791038335,0.004861984610435143,0.004729515397749387,0.00013246921268575624,0.12,0.17,0.0026503,0.20037,0.93
250,2.49,0.00017808263510288443,0.006525108496722044,0.011361642393508807,0.010788403843809606,0.0005732385496992037,0.04,0.17,0.0026503,0.080058,0.00010548835684742783,0.004657730617490986,0.008039195134939678,0.007672694713440095,0.0003665004214995851,0.06,0.17,0.0026503,0.111,4.83548641764763e-05,0.0029622636057105543,0.004853720125177709,0.004716422573527754,0.00013729755164995533,0.12,0.17,0.0026503,0.20108,0.93
251,2.5,0.0001749303164476125,0.0065350268906599045,0.011374558493025549,0.010800501610387713,0.0005740568826378342,0.04,0.17,0.0026503,0.080773,0.00010486892756064626,0.004640430962069885,0.007994625945947529,0.007631137044748704,0.0003634889011988238,0.06,0.17,0.0026503,0.11028,4.687275109675925e-05,0.00295438037988661,0.004827293503512031,0.004695707662906474,0.000131585840605557,0.12,0.17,0.0026503,0.20353,0.93
252,2.51,0.00018094172866773084,0.006508893462061595,0.011317033010599487,0.010741676719179668,0.0005753562914198174,0.04,0.17,0.0026503,0.079641,0.00010713208650491071,0.0046434523436910515,0.008002316132215973,0.007635272013766683,0.0003670441184492899,0.06,0.17,0.0026503,0.10861,4.6354046984483216e-05,0.0029510121639900453,0.004816596934566548,0.004687551598228643,0.00012904533633790593,0.12,0.17,0.0026503,0.20013,0.93
253,2.52,0.00016970755191623166,0.006519602578437463,0.01135312950327332,0.010785428760206913,0.000567700743066409,0.04,0.17,0.0026503,0.082443,0.00010829834721437695,0.004645354658393157,0.008015275150317351,0.0076455664297533825,0.00036970872056396706,0.06,0.17,0.0026503,0.11124,4.6828068790500876e-05,0.0029437130076078338,0.004811284709825774,0.004678759391745566,0.0001325253180802081,0.12,0.17,0.0026503,0.20251,0.93
254,2.53,0.00018546312713889012,0.006508390961311697,0.011329176254720836,0.010747904610043593,0.0005812716446772412,0.04,0.17,0.0026503,0.080416,0.00010643488545198364,0.004623315813185447,0.007960578663510966,0.007599880940275859,0.0003606977232351065,0.06,0.17,0.0026503,0.10861,4.5731793770697995e-05,0.00293641112264624,0.004793592332087822,0.004662943890686045,0.00013064844140177532,0.12,0.17,0.0026503,0.20156,0.93
255,2.54,0.00018475250307095249,0.0065180315691502014,0.011328801388208475,0.01075144199569923,0.000577359392509245,0.04,0.17,0.0026503,0.07827,0.00010864900744927295,0.004616162981360053,0.007945443767406593,0.007581718108500485,0.0003637256589061087,0.06,0.17,0.0026503,0.11088,4.33200561961e-05,0.002930429884627143,0.004771359027486531,0.004648147473433783,0.00012321155405274782,0.12,0.17,0.0026503,0.20251,0.93
256,2.55,0.00017846060159373687,0.006494673274833252,0.011285247775111262,0.010719543183494818,0.0005657045916164423,0.04,0.17,0.0026503,0.077614,0.00010871334960892832,0.004621031672047493,0.00795112944214947,0.007587568159765609,0.00036356128238385966,0.06,0.17,0.0026503,0.10653,4.440786087962838e-05,0.0029246027558058776,0.004766279630039268,0.004639750849928525,0.00012652878011074336,0.12,0.17,0.0026503,0.20263,0.93
257,2.56,0.00018177759044002144,0.006501427123532139,0.011304432173262841,0.010733385167675089,0.0005710470055877541,0.04,0.17,0.0026503,0.080297,0.00011177683377445315,0.004614351191749194,0.007936527284581786,0.007573288984479877,0.00036323830010191066,0.06,0.17,0.0026503,0.11153,4.52654112953191e-05,0.0029166649249167966,0.004745855971949061,0.004619177245190577,0.0001266787267584845,0.12,0.17,0.0026503,0.19965,0.93
