,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
114,1.1300000000000001,0.0099767,0.015921,0.053109,0.043,281.0,0.21356,0.00011173,0.0033651,0.0062814,0.066613,281.0,0.21356,1.4345e-05,0.001939,0.0034118,0.11822,281.0,0.21356
115,1.1400000000000001,0.0098589,0.015781,0.052579,0.043,281.0,0.21356,0.00011108,0.0033457,0.0062452,0.066613,281.0,0.21356,1.4224e-05,0.0019227,0.0033831,0.11822,281.0,0.21356
116,1.1500000000000001,0.0097415,0.015641,0.052051,0.043,281.0,0.21356,0.00011044,0.0033263,0.0062091,0.066613,281.0,0.21356,1.4104e-05,0.0019065,0.0033546,0.11822,281.0,0.21356
117,1.16,0.0096244,0.015502,0.051526,0.043,281.0,0.21356,0.0001098,0.003307,0.006173,0.066613,281.0,0.21356,1.3984e-05,0.0018904,0.0033262,0.11822,281.0,0.21356
118,1.17,0.0095077,0.015363,0.051002,0.043,281.0,0.21356,0.00010915,0.0032876,0.0061368,0.066613,281.0,0.21356,1.3865e-05,0.0018743,0.0032979,0.11822,281.0,0.21356
119,1.18,0.0093914,0.015225,0.05048,0.043,281.0,0.21356,0.00010851,0.0032683,0.0061008,0.066613,281.0,0.21356,1.3747e-05,0.0018583,0.0032697,0.11822,281.0,0.21356
120,1.19,0.0092755,0.015087,0.04996,0.043,281.0,0.21356,0.00010788,0.0032491,0.0060649,0.066613,281.0,0.21356,1.3629e-05,0.0018424,0.0032416,0.11822,281.0,0.21356
121,1.2,0.0091598,0.01495,0.049442,0.043,281.0,0.21356,0.00010724,0.0032299,0.0060289,0.066613,281.0,0.21356,1.3512e-05,0.0018265,0.0032138,0.11822,281.0,0.21356
122,1.21,0.0090446,0.014814,0.048926,0.043,281.0,0.21356,0.0001066,0.0032107,0.0059932,0.066613,281.0,0.21356,1.3395e-05,0.0018107,0.003186,0.11822,281.0,0.21356
123,1.22,0.0089297,0.014678,0.048412,0.043,281.0,0.21356,0.00010596,0.0031915,0.0059574,0.066613,281.0,0.21356,1.3279e-05,0.001795,0.0031584,0.11822,281.0,0.21356
124,1.23,0.0088151,0.014543,0.0479,0.043,281.0,0.21356,0.00010533,0.0031724,0.0059217,0.066613,281.0,0.21356,1.3163e-05,0.0017794,0.0031308,0.11822,281.0,0.21356
125,1.24,0.0087008,0.014408,0.047389,0.043,281.0,0.21356,0.00010469,0.0031533,0.0058861,0.066613,281.0,0.21356,1.3049e-05,0.0017639,0.0031036,0.11822,281.0,0.21356
126,1.25,0.008587,0.014274,0.046881,0.043,281.0,0.21356,0.00010406,0.0031343,0.0058506,0.066613,281.0,0.21356,1.2934e-05,0.0017484,0.0030763,0.11822,281.0,0.21356
127,1.26,0.0084734,0.01414,0.046374,0.043,281.0,0.21356,0.00010343,0.0031153,0.0058151,0.066613,281.0,0.21356,1.282e-05,0.0017331,0.0030492,0.11822,281.0,0.21356
128,1.27,0.0083602,0.014007,0.045869,0.043,281.0,0.21356,0.0001028,0.0030964,0.0057798,0.066613,281.0,0.21356,1.2707e-05,0.0017178,0.0030224,0.11822,281.0,0.21356
129,1.28,0.0082472,0.013875,0.045365,0.043,281.0,0.21356,0.00010218,0.0030775,0.0057444,0.066613,281.0,0.21356,1.2595e-05,0.0017026,0.0029957,0.11822,281.0,0.21356
130,1.29,0.0081346,0.013743,0.044864,0.043,281.0,0.21356,0.00010155,0.0030586,0.0057093,0.066613,281.0,0.21356,1.2483e-05,0.0016875,0.0029691,0.11822,281.0,0.21356
131,1.3,0.0080224,0.013612,0.044364,0.043,281.0,0.21356,0.00010093,0.0030398,0.0056742,0.066613,281.0,0.21356,1.2372e-05,0.0016724,0.0029427,0.11822,281.0,0.21356
132,1.31,0.0079104,0.013481,0.043866,0.043,281.0,0.21356,0.0001003,0.0030211,0.0056392,0.066613,281.0,0.21356,1.2262e-05,0.0016575,0.0029164,0.11822,281.0,0.21356
133,1.32,0.0077987,0.01335,0.04337,0.043,281.0,0.21356,9.9682e-05,0.0030024,0.0056043,0.066613,281.0,0.21356,1.2151e-05,0.0016426,0.0028902,0.11822,281.0,0.21356
134,1.33,0.0076874,0.01322,0.042875,0.043,281.0,0.21356,9.9063e-05,0.0029837,0.0055694,0.066613,281.0,0.21356,1.2042e-05,0.0016279,0.0028643,0.11822,281.0,0.21356
