,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0
89,0.88,0.014092,0.026044,0.081134,0.049762,0.031373,0.095,300.0,0.636,0.01001,0.018336,0.057238,0.035023,0.022215,0.11367,300.0,0.636,0.0067245,0.013149,0.040143,0.025012,0.015131,0.10534,300.0,0.636
90,0.89,0.013785,0.02566,0.079732,0.049003,0.030729,0.095,300.0,0.636,0.0098007,0.018062,0.056259,0.034484,0.021775,0.11367,300.0,0.636,0.0065595,0.012942,0.03939,0.024603,0.014786,0.10534,300.0,0.636
91,0.9,0.013479,0.025279,0.078338,0.048249,0.030089,0.095,300.0,0.636,0.0095928,0.017791,0.055287,0.03395,0.021337,0.11367,300.0,0.636,0.0063953,0.012737,0.03864,0.024198,0.014443,0.10534,300.0,0.636
92,0.91,0.013175,0.024901,0.076951,0.0475,0.029451,0.095,300.0,0.636,0.009386,0.017522,0.054322,0.03342,0.020902,0.11367,300.0,0.636,0.0062317,0.012533,0.037895,0.023795,0.0141,0.10534,300.0,0.636
93,0.92,0.012872,0.024525,0.075572,0.046756,0.028816,0.095,300.0,0.636,0.0091803,0.017255,0.053363,0.032895,0.020469,0.11367,300.0,0.636,0.0060688,0.012331,0.037154,0.023395,0.013759,0.10534,300.0,0.636
94,0.93,0.01257,0.024152,0.074198,0.046017,0.028182,0.095,300.0,0.636,0.0089758,0.01699,0.05241,0.032373,0.020037,0.11367,300.0,0.636,0.0059065,0.01213,0.036416,0.022998,0.013418,0.10534,300.0,0.636
95,0.9400000000000001,0.012269,0.023782,0.07283,0.045282,0.027549,0.095,300.0,0.636,0.0087723,0.016728,0.051463,0.031855,0.019607,0.11367,300.0,0.636,0.0057448,0.01193,0.035681,0.022602,0.013078,0.10534,300.0,0.636
96,0.9500000000000001,0.011969,0.023413,0.071467,0.044551,0.026916,0.095,300.0,0.636,0.0085697,0.016467,0.05052,0.031341,0.019178,0.11367,300.0,0.636,0.0055836,0.011732,0.034948,0.022209,0.012739,0.10534,300.0,0.636
97,0.96,0.01167,0.023047,0.070106,0.043823,0.026283,0.095,300.0,0.636,0.008368,0.016209,0.04958,0.030831,0.01875,0.11367,300.0,0.636,0.0054228,0.011534,0.034217,0.021818,0.012399,0.10534,300.0,0.636
98,0.97,0.011372,0.022683,0.068746,0.043098,0.025648,0.095,300.0,0.636,0.008167,0.015952,0.048644,0.030323,0.018321,0.11367,300.0,0.636,0.0052623,0.011338,0.033486,0.021428,0.012058,0.10534,300.0,0.636
