,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
81,0.8,0.015675,0.020018,0.072252,0.043,504.55,2.1393,0.0098489,0.012955,0.04614,0.066613,504.55,2.1393,0.0046755,0.0064239,0.022434,0.11822,504.55,2.1393
82,0.81,0.015304,0.019617,0.070692,0.043,504.55,2.1393,0.0095884,0.012665,0.045024,0.066613,504.55,2.1393,0.0045333,0.0062555,0.021806,0.11822,504.55,2.1393
83,0.8200000000000001,0.014937,0.01922,0.069142,0.043,504.55,2.1393,0.0093301,0.012377,0.043919,0.066613,504.55,2.1393,0.0043929,0.0060898,0.021187,0.11822,504.55,2.1393
84,0.8300000000000001,0.014571,0.018825,0.067604,0.043,504.55,2.1393,0.0090741,0.012092,0.042825,0.066613,504.55,2.1393,0.0042545,0.0059266,0.020578,0.11822,504.55,2.1393
85,0.84,0.014208,0.018433,0.066076,0.043,504.55,2.1393,0.0088203,0.01181,0.041741,0.066613,504.55,2.1393,0.0041178,0.005766,0.019977,0.11822,504.55,2.1393
86,0.85,0.013847,0.018044,0.064558,0.043,504.55,2.1393,0.0085686,0.011531,0.040667,0.066613,504.55,2.1393,0.0039829,0.0056079,0.019385,0.11822,504.55,2.1393
87,0.86,0.013489,0.017658,0.06305,0.043,504.55,2.1393,0.0083189,0.011254,0.039603,0.066613,504.55,2.1393,0.0038497,0.0054522,0.018801,0.11822,504.55,2.1393
88,0.87,0.013132,0.017275,0.061552,0.043,504.55,2.1393,0.0080712,0.010981,0.038548,0.066613,504.55,2.1393,0.0037182,0.0052987,0.018225,0.11822,504.55,2.1393
89,0.88,0.012777,0.016894,0.060063,0.043,504.55,2.1393,0.0078255,0.01071,0.037503,0.066613,504.55,2.1393,0.0035882,0.0051476,0.017657,0.11822,504.55,2.1393
90,0.89,0.012425,0.016516,0.058584,0.043,504.55,2.1393,0.0075816,0.010441,0.036466,0.066613,504.55,2.1393,0.0034598,0.0049986,0.017096,0.11822,504.55,2.1393
91,0.9,0.012074,0.01614,0.057113,0.043,504.55,2.1393,0.0073396,0.010175,0.035438,0.066613,504.55,2.1393,0.0033328,0.0048518,0.016543,0.11822,504.55,2.1393
92,0.91,0.011725,0.015767,0.055652,0.043,504.55,2.1393,0.0070993,0.0099119,0.034419,0.066613,504.55,2.1393,0.0032073,0.0047071,0.015996,0.11822,504.55,2.1393
93,0.92,0.011378,0.015397,0.054199,0.043,504.55,2.1393,0.0068607,0.0096508,0.033408,0.066613,504.55,2.1393,0.0030831,0.0045644,0.015457,0.11822,504.55,2.1393
94,0.93,0.011032,0.015028,0.052754,0.043,504.55,2.1393,0.0066238,0.0093919,0.032404,0.066613,504.55,2.1393,0.0029603,0.0044236,0.014924,0.11822,504.55,2.1393
95,0.9400000000000001,0.010689,0.014662,0.051317,0.043,504.55,2.1393,0.0063884,0.0091353,0.031408,0.066613,504.55,2.1393,0.0028387,0.0042847,0.014397,0.11822,504.55,2.1393
96,0.9500000000000001,0.010347,0.014298,0.049888,0.043,504.55,2.1393,0.0061544,0.0088808,0.03042,0.066613,504.55,2.1393,0.0027183,0.0041476,0.013876,0.11822,504.55,2.1393
97,0.96,0.010006,0.013937,0.048465,0.043,504.55,2.1393,0.005922,0.0086285,0.029438,0.066613,504.55,2.1393,0.0025989,0.0040121,0.013361,0.11822,504.55,2.1393
98,0.97,0.0096671,0.013577,0.04705,0.043,504.55,2.1393,0.0056908,0.0083781,0.028462,0.066613,504.55,2.1393,0.0024807,0.0038784,0.01285,0.11822,504.55,2.1393
99,0.98,0.0093293,0.01322,0.045639,0.043,504.55,2.1393,0.0054608,0.0081294,0.027491,0.066613,504.55,2.1393,0.0023633,0.0037462,0.012344,0.11822,504.55,2.1393
100,0.99,0.0089925,0.012864,0.044231,0.043,504.55,2.1393,0.0052317,0.0078824,0.026523,0.066613,504.55,2.1393,0.0022466,0.0036152,0.01184,0.11822,504.55,2.1393
101,1.0,0.0086664,0.012518,0.042855,0.043,201.82,0.85571,0.0050102,0.0076432,0.025575,0.066613,201.82,0.85571,0.0021339,0.0034885,0.011343,0.11822,201.82,0.85571
102,1.01,0.0085369,0.012371,0.042286,0.043,201.82,0.85571,0.0049233,0.0075394,0.025182,0.066613,201.82,0.85571,0.0020908,0.0034322,0.011137,0.11822,201.82,0.85571
103,1.02,0.0084084,0.012224,0.041724,0.043,201.82,0.85571,0.0048373,0.0074367,0.024796,0.066613,201.82,0.85571,0.0020484,0.0033767,0.010936,0.11822,201.82,0.85571
104,1.03,0.0082805,0.012078,0.041168,0.043,201.82,0.85571,0.0047518,0.0073349,0.024415,0.066613,201.82,0.85571,0.0020065,0.003322,0.010739,0.11822,201.82,0.85571
105,1.04,0.0081533,0.011934,0.040616,0.043,201.82,0.85571,0.004667,0.007234,0.024038,0.066613,201.82,0.85571,0.001965,0.0032679,0.010545,0.11822,201.82,0.85571
106,1.05,0.0080267,0.01179,0.040067,0.043,201.82,0.85571,0.0045826,0.0071337,0.023663,0.066613,201.82,0.85571,0.0019239,0.0032145,0.010353,0.11822,201.82,0.85571
107,1.06,0.0079006,0.011647,0.039521,0.043,201.82,0.85571,0.0044988,0.0070343,0.023292,0.066613,201.82,0.85571,0.0018832,0.0031616,0.010163,0.11822,201.82,0.85571
108,1.07,0.007775,0.011504,0.038978,0.043,201.82,0.85571,0.0044154,0.0069355,0.022923,0.066613,201.82,0.85571,0.0018428,0.0031094,0.0099758,0.11822,201.82,0.85571
109,1.08,0.00765,0.011362,0.038438,0.043,201.82,0.85571,0.0043326,0.0068375,0.022556,0.066613,201.82,0.85571,0.0018028,0.0030577,0.0097902,0.11822,201.82,0.85571
110,1.09,0.0075254,0.011221,0.0379,0.043,201.82,0.85571,0.0042501,0.0067401,0.022192,0.066613,201.82,0.85571,0.001763,0.0030065,0.0096065,0.11822,201.82,0.85571
111,1.1,0.0074014,0.011081,0.037365,0.043,201.82,0.85571,0.004168,0.0066434,0.021831,0.066613,201.82,0.85571,0.0017237,0.0029558,0.0094245,0.11822,201.82,0.85571
112,1.11,0.0072778,0.010942,0.036832,0.043,201.82,0.85571,0.0040864,0.0065474,0.021471,0.066613,201.82,0.85571,0.0016846,0.0029057,0.0092442,0.11822,201.82,0.85571
113,1.12,0.0071546,0.010803,0.036301,0.043,201.82,0.85571,0.0040051,0.0064519,0.021113,0.066613,201.82,0.85571,0.0016457,0.0028561,0.0090655,0.11822,201.82,0.85571
114,1.1300000000000001,0.0070319,0.010665,0.035772,0.043,201.82,0.85571,0.0039242,0.0063571,0.020757,0.066613,201.82,0.85571,0.0016072,0.002807,0.0088881,0.11822,201.82,0.85571
115,1.1400000000000001,0.0069096,0.010527,0.035246,0.043,201.82,0.85571,0.0038437,0.0062629,0.020403,0.066613,201.82,0.85571,0.0015689,0.0027583,0.0087122,0.11822,201.82,0.85571
116,1.1500000000000001,0.0067876,0.01039,0.034721,0.043,201.82,0.85571,0.0037635,0.0061692,0.020051,0.066613,201.82,0.85571,0.0015309,0.0027101,0.0085375,0.11822,201.82,0.85571
117,1.16,0.0066661,0.010254,0.034197,0.043,201.82,0.85571,0.0036836,0.0060761,0.0197,0.066613,201.82,0.85571,0.0014931,0.0026622,0.0083638,0.11822,201.82,0.85571
118,1.17,0.0065448,0.010118,0.033675,0.043,201.82,0.85571,0.003604,0.0059835,0.01935,0.066613,201.82,0.85571,0.0014555,0.0026149,0.008191,0.11822,201.82,0.85571
119,1.18,0.0064238,0.0099825,0.033153,0.043,201.82,0.85571,0.0035246,0.0058913,0.019,0.066613,201.82,0.85571,0.001418,0.0025678,0.0080186,0.11822,201.82,0.85571
120,1.19,0.006303,0.0098476,0.032631,0.043,201.82,0.85571,0.0034453,0.0057995,0.01865,0.066613,201.82,0.85571,0.0013807,0.0025211,0.007846,0.11822,201.82,0.85571
121,1.2,0.0061822,0.0097129,0.032104,0.043,201.82,0.85571,0.0033661,0.005708,0.018296,0.066613,201.82,0.85571,0.0013433,0.0024746,0.0076702,0.11822,201.82,0.85571
122,1.21,0.0061218,0.0096386,0.031823,0.043,100.91,0.42785,0.003327,0.0056567,0.018106,0.066613,100.91,0.42785,0.0013255,0.0024477,0.0075746,0.11822,100.91,0.42785
123,1.22,0.0060647,0.0095679,0.031561,0.043,100.91,0.42785,0.0032902,0.0056079,0.01793,0.066613,100.91,0.42785,0.0013088,0.0024221,0.0074871,0.11822,100.91,0.42785
124,1.23,0.0060079,0.0094977,0.031301,0.043,100.91,0.42785,0.0032537,0.0055595,0.017756,0.066613,100.91,0.42785,0.0012924,0.0023969,0.0074014,0.11822,100.91,0.42785
125,1.24,0.0059514,0.0094278,0.031044,0.043,100.91,0.42785,0.0032174,0.0055115,0.017584,0.066613,100.91,0.42785,0.0012761,0.0023719,0.0073171,0.11822,100.91,0.42785
126,1.25,0.0058952,0.0093583,0.030788,0.043,100.91,0.42785,0.0031814,0.0054638,0.017414,0.066613,100.91,0.42785,0.00126,0.0023472,0.0072339,0.11822,100.91,0.42785
127,1.26,0.0058392,0.0092891,0.030534,0.043,100.91,0.42785,0.0031455,0.0054163,0.017245,0.066613,100.91,0.42785,0.001244,0.0023227,0.0071518,0.11822,100.91,0.42785
128,1.27,0.0057835,0.0092202,0.030281,0.043,100.91,0.42785,0.0031098,0.0053692,0.017077,0.066613,100.91,0.42785,0.0012281,0.0022985,0.0070706,0.11822,100.91,0.42785
129,1.28,0.0057279,0.0091517,0.03003,0.043,100.91,0.42785,0.0030743,0.0053224,0.01691,0.066613,100.91,0.42785,0.0012124,0.0022744,0.0069904,0.11822,100.91,0.42785
130,1.29,0.0056726,0.0090836,0.02978,0.043,100.91,0.42785,0.003039,0.0052759,0.016745,0.066613,100.91,0.42785,0.0011968,0.0022506,0.0069109,0.11822,100.91,0.42785
131,1.3,0.0056174,0.0090157,0.029531,0.043,100.91,0.42785,0.0030039,0.0052297,0.016581,0.066613,100.91,0.42785,0.0011814,0.0022271,0.0068324,0.11822,100.91,0.42785
132,1.31,0.0055625,0.0089481,0.029283,0.043,100.91,0.42785,0.0029689,0.0051838,0.016417,0.066613,100.91,0.42785,0.0011661,0.0022037,0.0067546,0.11822,100.91,0.42785
133,1.32,0.0055078,0.0088809,0.029037,0.043,100.91,0.42785,0.0029341,0.0051381,0.016255,0.066613,100.91,0.42785,0.0011509,0.0021806,0.0066775,0.11822,100.91,0.42785
134,1.33,0.0054533,0.008814,0.028792,0.043,100.91,0.42785,0.0028995,0.0050927,0.016094,0.066613,100.91,0.42785,0.0011358,0.0021576,0.0066013,0.11822,100.91,0.42785
135,1.34,0.005399,0.0087474,0.028548,0.043,100.91,0.42785,0.0028651,0.0050476,0.015934,0.066613,100.91,0.42785,0.0011208,0.0021349,0.0065259,0.11822,100.91,0.42785
136,1.35,0.0053449,0.008681,0.028306,0.043,100.91,0.42785,0.0028308,0.0050028,0.015775,0.066613,100.91,0.42785,0.0011059,0.0021124,0.0064512,0.11822,100.91,0.42785
137,1.36,0.005291,0.008615,0.028064,0.043,100.91,0.42785,0.0027967,0.0049582,0.015617,0.066613,100.91,0.42785,0.0010912,0.00209,0.0063773,0.11822,100.91,0.42785
138,1.37,0.0052373,0.0085493,0.027824,0.043,100.91,0.42785,0.0027627,0.0049139,0.015461,0.066613,100.91,0.42785,0.0010766,0.0020679,0.0063043,0.11822,100.91,0.42785
139,1.3800000000000001,0.0051838,0.0084839,0.027586,0.043,100.91,0.42785,0.002729,0.0048699,0.015305,0.066613,100.91,0.42785,0.0010621,0.002046,0.0062322,0.11822,100.91,0.42785
140,1.3900000000000001,0.0051305,0.0084189,0.02735,0.043,100.91,0.42785,0.0026954,0.0048262,0.015151,0.066613,100.91,0.42785,0.0010477,0.0020244,0.0061613,0.11822,100.91,0.42785
