,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
81,0.8,0.028638,0.034301,0.1274,0.043,500.0,2.12,0.018341,0.022591,0.082817,0.066613,500.0,2.12,0.0089829,0.011583,0.041566,0.11822,500.0,2.12
82,0.81,0.028167,0.033777,0.12539,0.043,500.0,2.12,0.017995,0.022191,0.081307,0.066613,500.0,2.12,0.0087786,0.01133,0.040642,0.11822,500.0,2.12
83,0.8200000000000001,0.027701,0.033258,0.1234,0.043,500.0,2.12,0.017654,0.021795,0.079816,0.066613,500.0,2.12,0.0085781,0.011082,0.039736,0.11822,500.0,2.12
84,0.8300000000000001,0.02724,0.032743,0.12142,0.043,500.0,2.12,0.017316,0.021405,0.078344,0.066613,500.0,2.12,0.0083812,0.010839,0.038846,0.11822,500.0,2.12
85,0.84,0.026782,0.032234,0.11947,0.043,500.0,2.12,0.016983,0.02102,0.076891,0.066613,500.0,2.12,0.0081879,0.0106,0.037973,0.11822,500.0,2.12
86,0.85,0.026329,0.03173,0.11753,0.043,500.0,2.12,0.016653,0.02064,0.075456,0.066613,500.0,2.12,0.007998,0.010366,0.037116,0.11822,500.0,2.12
87,0.86,0.025879,0.031231,0.11561,0.043,500.0,2.12,0.016328,0.020265,0.074039,0.066613,500.0,2.12,0.0078115,0.010136,0.036274,0.11822,500.0,2.12
88,0.87,0.025434,0.030736,0.1137,0.043,500.0,2.12,0.016007,0.019895,0.072639,0.066613,500.0,2.12,0.0076283,0.0099106,0.035448,0.11822,500.0,2.12
89,0.88,0.024993,0.030246,0.11182,0.043,500.0,2.12,0.015689,0.01953,0.071257,0.066613,500.0,2.12,0.0074484,0.0096892,0.034637,0.11822,500.0,2.12
90,0.89,0.024555,0.029761,0.10995,0.043,500.0,2.12,0.015375,0.019169,0.069892,0.066613,500.0,2.12,0.0072716,0.009472,0.033841,0.11822,500.0,2.12
91,0.9,0.024121,0.02928,0.1081,0.043,500.0,2.12,0.015065,0.018812,0.068543,0.066613,500.0,2.12,0.0070978,0.0092588,0.033059,0.11822,500.0,2.12
92,0.91,0.023691,0.028804,0.10626,0.043,500.0,2.12,0.014758,0.018461,0.067211,0.066613,500.0,2.12,0.0069271,0.0090495,0.032291,0.11822,500.0,2.12
