Unnamed: 0,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,g
145,1.44,0.0010935683793112116,0.006303656546151916,0.01381370511209442,0.010878786839151484,0.002934918272942938,0.18,50.0,0.105,0.0009048902425721682,0.005074940263028341,0.011172396843861473,0.008768556854443398,0.002403839989418074,0.21,50.0,0.105,0.0006293994892280677,0.003536953616369815,0.0076341721406624095,0.006007896357339436,0.0016262757833229737,0.27,50.0,0.105,0.99
146,1.45,0.001085748314345787,0.006261547724233249,0.013708015725748458,0.010799052077902287,0.002908963647846172,0.18,50.0,0.105,0.0008813125274908916,0.00504205701618625,0.011081625495123046,0.008718317379002642,0.0023633081161204056,0.21,50.0,0.105,0.0006236686067063764,0.003510643734940923,0.007569955756663058,0.005958844647362835,0.0016111111093002233,0.27,50.0,0.105,0.99
147,1.46,0.0010527592326851816,0.006203623829810774,0.013509029760785631,0.010677382301602248,0.0028316474591833837,0.18,50.0,0.105,0.0008738954662787892,0.005011862044860056,0.011016729086710792,0.008671544551622857,0.002345184535087934,0.21,50.0,0.105,0.0006106622862064455,0.0034828776576675082,0.007488177937181094,0.005906149083795435,0.0015820288533856578,0.27,50.0,0.105,0.99
148,1.47,0.0010727183301294213,0.006174596763757846,0.01350216341728589,0.010642391772302737,0.002859771644983151,0.18,50.0,0.105,0.0008690004701543135,0.004969044233471936,0.01091903844255998,0.008591134769736703,0.002327903672823274,0.21,50.0,0.105,0.00060772555300512,0.003458031116024323,0.007432852869631379,0.005865054923418146,0.0015677979462132333,0.27,50.0,0.105,0.99
149,1.48,0.001045711852777573,0.006139942039761001,0.013408219028511288,0.010586024788787368,0.0028221942397239188,0.18,50.0,0.105,0.0008631404674075078,0.004934567174282132,0.010840319398925838,0.00852993227863795,0.002310387120287887,0.21,50.0,0.105,0.000602138973735008,0.003427473071275314,0.00738022937712908,0.0058155261727353535,0.001564703204393726,0.27,50.0,0.105,0.99
150,1.49,0.0010282335450065687,0.006080495074140876,0.013257367525380181,0.010472164508831849,0.00278520301654833,0.18,50.0,0.105,0.0008467320635910851,0.004908007089206637,0.010752810719809072,0.008475195810058041,0.0022776149097510304,0.21,50.0,0.105,0.0005944229568667295,0.0033995571006608756,0.007307208998156573,0.005764137147811978,0.0015430718503445968,0.27,50.0,0.105,0.99
151,1.5,0.001025203688697777,0.006054282471975132,0.013193381598426396,0.0104267578804256,0.0027666237180007953,0.18,50.0,0.105,0.0008407564328249795,0.004874554597578627,0.010677823829262197,0.0084170500374727,0.002260773791789497,0.21,50.0,0.105,0.0005891315726349135,0.003371431588161351,0.0072461904679266735,0.0057169029235299455,0.0015292875443967274,0.27,50.0,0.105,0.99
152,1.51,0.0010175185331256498,0.0060158696963725665,0.013111023397013121,0.010360210968129094,0.002750812428884027,0.18,50.0,0.105,0.0008281386315473723,0.004839271744094338,0.010588826712476407,0.008353683717674146,0.0022351429948022617,0.21,50.0,0.105,0.0005790929724815802,0.003341531917589222,0.007177223637761676,0.005667462630566961,0.0015097610071947145,0.27,50.0,0.105,0.99
153,1.52,0.0009940252002279997,0.005956318972025538,0.01296483306976831,0.010259706446490368,0.0027051266232779427,0.18,50.0,0.105,0.0008142713932378972,0.004793205849222682,0.010475119716801736,0.008275257337813645,0.0021998623789880917,0.21,50.0,0.105,0.000570516094655091,0.003320838791309128,0.007117661889324612,0.005630222597954455,0.0014874392913701569,0.27,50.0,0.105,0.99
154,1.53,0.0009799987137779165,0.005928296196330141,0.012879585459522024,0.010206861265094343,0.002672724194427678,0.18,50.0,0.105,0.0008113210089900214,0.00477539581364935,0.010435357970659141,0.008245311184674515,0.0021900467859846252,0.21,50.0,0.105,0.0005618320897823251,0.003290737080813304,0.007042660880564437,0.005578008255962274,0.0014646526246021641,0.27,50.0,0.105,0.99
155,1.54,0.0009643657117421003,0.005895981772107021,0.012773422911509718,0.010142985694230026,0.002630437217279692,0.18,50.0,0.105,0.0007968242741477347,0.0047408205422203335,0.010356444839597767,0.00819152499745903,0.0021649198421387385,0.21,50.0,0.105,0.0005611708084816677,0.0032629446707463975,0.006992822311682683,0.005528341003413973,0.001464481308268709,0.27,50.0,0.105,0.99
156,1.55,0.0009676612293203942,0.0058690570077614855,0.01274006256894391,0.010099973340079796,0.0026400892288641134,0.18,50.0,0.105,0.0007876451540411404,0.004700452520404542,0.010254602326376176,0.0081142541413559,0.002140348185020276,0.21,50.0,0.105,0.0005505061757976372,0.003242136264398802,0.006936086295725914,0.005494819512460011,0.0014412667832659047,0.27,50.0,0.105,0.99
157,1.56,0.0009408267036793902,0.005805522709823857,0.012550850490337717,0.00997659796793028,0.0025742525224074363,0.18,50.0,0.105,0.0007830250746617116,0.004666018401786983,0.010185692147089542,0.008054532034990756,0.002131160112098786,0.21,50.0,0.105,0.0005415235241073174,0.0032097048889181325,0.006861590858931714,0.00543888533594046,0.0014227055229912528,0.27,50.0,0.105,0.99
158,1.57,0.0009443666955833413,0.005780491347099504,0.01253072475052133,0.009949755020573332,0.0025809697299479946,0.18,50.0,0.105,0.0007665019291804665,0.004640321203642235,0.010104736712482717,0.00800919946676271,0.0020955372457200075,0.21,50.0,0.105,0.000534646722896638,0.0031841595013140656,0.006806020235536213,0.005396499633477214,0.0014095206020589995,0.27,50.0,0.105,0.99
159,1.58,0.0009175152858255027,0.005739711930234495,0.012390366105889967,0.009868572392442031,0.0025217937134479405,0.18,50.0,0.105,0.0007473754750817277,0.004596960715658089,0.009982122692101551,0.007928113746358845,0.0020540089457427063,0.21,50.0,0.105,0.000533683977013463,0.0031593347728199606,0.00675192652783929,0.005353485529929268,0.001398440997910021,0.27,50.0,0.105,0.99
160,1.59,0.0009077183871362678,0.0056972649625405295,0.012297688475966915,0.009795226391460977,0.0025024620845059404,0.18,50.0,0.105,0.0007523127017182369,0.004579111921987662,0.00995143486334579,0.007896192105593803,0.0020552427577519876,0.21,50.0,0.105,0.0005209178105014308,0.0031339002676220263,0.006679020285646711,0.005303185626039917,0.0013758346596067952,0.27,50.0,0.105,0.99
161,1.6,0.0009188911121983012,0.005668359762471385,0.012261237635714326,0.009743585449798618,0.0025176521859157116,0.18,50.0,0.105,0.0007319715489578431,0.0045342763209712655,0.009822607586787477,0.0078082973202649895,0.002014310266522486,0.21,50.0,0.105,0.0005156968147473973,0.003114291506910897,0.006642627008923272,0.005275639126178983,0.0013669878827442892,0.27,50.0,0.105,0.99
162,1.61,0.0008927848901103421,0.0056399891826714324,0.012159369138639547,0.009691641342846178,0.002467727795793369,0.18,50.0,0.105,0.0007288853796680136,0.0045076960915253084,0.009766689005538858,0.007766821825933369,0.0019998671796054874,0.21,50.0,0.105,0.0005164967254951123,0.0030840446475528588,0.0065791862295541135,0.005219495612820516,0.0013596906167335993,0.27,50.0,0.105,0.99
163,1.62,0.0008876414531460034,0.00558729196562702,0.012076065847426477,0.00961544709813929,0.0024606187492871873,0.18,50.0,0.105,0.0007184456649503004,0.004469058809244201,0.009691204943685782,0.0077046924398650645,0.001986512503820718,0.21,50.0,0.105,0.0005046756382886084,0.003060924982939617,0.006520515806959714,0.005183016951276931,0.0013374988556827834,0.27,50.0,0.105,0.99
164,1.63,0.00087675603052779,0.0055762570126750765,0.012009557929447181,0.009585293595743427,0.002424264333703754,0.18,50.0,0.105,0.0007133354740854584,0.004439501304963922,0.009622734986040677,0.007654879827385362,0.0019678551586553156,0.21,50.0,0.105,0.0004937215685784386,0.0030365681036029464,0.0064588264027106495,0.005144285605816645,0.001314540796894005,0.27,50.0,0.105,0.99
165,1.64,0.0008553679005891445,0.005525566683412776,0.01188164121533619,0.009496347196540652,0.002385294018795539,0.18,50.0,0.105,0.0007035731715558661,0.00442241947849545,0.009564923381802216,0.007617834992250123,0.0019470883895520944,0.21,50.0,0.105,0.0004938504417417735,0.0030050888146642093,0.006392268643825433,0.00508238450005154,0.0013098841437738935,0.27,50.0,0.105,0.99
166,1.65,0.000835770556815309,0.005488977614581761,0.011760344067685502,0.009421277093457386,0.002339066974228114,0.18,50.0,0.105,0.0006857820935134792,0.004375543309880261,0.009451965225481888,0.0075382249857778635,0.0019137402397040244,0.21,50.0,0.105,0.00048573132066761723,0.0029886795378179275,0.0063493561254808996,0.005057257754022479,0.00129209837145842,0.27,50.0,0.105,0.99
167,1.66,0.0008364497510137305,0.0054387835553425246,0.011681755616398939,0.009342817454626864,0.0023389381617720754,0.18,50.0,0.105,0.0006851285131823395,0.00435396147245356,0.00940398852130236,0.007500457144410036,0.0019035313768923224,0.21,50.0,0.105,0.0004838741195083097,0.0029599070685877903,0.006289592792328527,0.005005293281576523,0.0012842995107520052,0.27,50.0,0.105,0.99
168,1.67,0.0008176354205635688,0.005409793819252355,0.011591294446061355,0.009291987738812986,0.002299306707248372,0.18,50.0,0.105,0.0006676214839932432,0.004313682668608149,0.009291770890360465,0.0074223329431276795,0.0018694379472327844,0.21,50.0,0.105,0.00047133668850190673,0.0029364772219761656,0.006226571882295804,0.004966370251427649,0.0012602016308681544,0.27,50.0,0.105,0.99
169,1.68,0.0008233394311188213,0.005383407769617874,0.01155027054733669,0.00924556963755672,0.002304700909779973,0.18,50.0,0.105,0.0006694429768832359,0.0042907031121649656,0.009253295637438859,0.007388042465863648,0.0018652531715752099,0.21,50.0,0.105,0.000469569260069092,0.0029124994325362345,0.0061878056390382,0.004929872628627193,0.0012579330104110064,0.27,50.0,0.105,0.99
170,1.69,0.0007831908078478118,0.005343105115548284,0.011399737906865421,0.009169705257004182,0.002230032649861239,0.18,50.0,0.105,0.0006466396365947144,0.004257529410081195,0.00915325109067056,0.007330177728045906,0.0018230733626246544,0.21,50.0,0.105,0.00046026328382668636,0.0028897380841104866,0.006132723042118428,0.004890793110994196,0.0012419299311242319,0.27,50.0,0.105,0.99
171,1.7,0.0007989154837022143,0.005306482831221652,0.011372073486264761,0.009118617901447868,0.0022534555848168917,0.18,50.0,0.105,0.000638506671641354,0.004229778481254982,0.009090065921174636,0.007285504486143236,0.0018045614350313988,0.21,50.0,0.105,0.00045325711768942563,0.002865306945983884,0.00606935917072603,0.004847316216539599,0.001222042954186432,0.27,50.0,0.105,0.99
172,1.71,0.0007771427473423473,0.005261168537396121,0.011247150090234241,0.009031164211248065,0.002215985878986177,0.18,50.0,0.105,0.0006327465749133773,0.0042023277002106365,0.009010169240345393,0.007228431604185469,0.0017817376361599234,0.21,50.0,0.105,0.00044652346068527676,0.0028457624636258126,0.006021584086293845,0.004813154923423416,0.00120842916287043,0.27,50.0,0.105,0.99
173,1.72,0.0007731948633523336,0.005250250551974077,0.01120200957579304,0.00900999262812488,0.0021920169476681577,0.18,50.0,0.105,0.0006274031552862722,0.00416245793093825,0.008940715783403932,0.007163450969489072,0.0017772648139148602,0.21,50.0,0.105,0.00043955551060449006,0.0028179184285184993,0.005957811764641873,0.00476596561002071,0.0011918461546211634,0.27,50.0,0.105,0.99
174,1.73,0.000760565626921897,0.005213905918732911,0.01110548808945808,0.008943062243269474,0.002162425846188607,0.18,50.0,0.105,0.0006175014781611297,0.004134538208741788,0.008865367041150738,0.00711479531503684,0.0017505717261139,0.21,50.0,0.105,0.00043486336691051734,0.002799518808915023,0.005913008526737628,0.00473175810902405,0.0011812504177135797,0.27,50.0,0.105,0.99
175,1.74,0.0007377264992605695,0.005177285488875635,0.010996043522037422,0.008877405703439945,0.002118637818597478,0.18,50.0,0.105,0.000603092579257044,0.004100105129865622,0.008785693755155477,0.007058888407165002,0.0017268053479904746,0.21,50.0,0.105,0.00042826034515119725,0.0027744151102635623,0.005858945450705542,0.004692664602420728,0.0011662808482848141,0.27,50.0,0.105,0.99
176,1.75,0.0007442440089115541,0.005145388413130308,0.010962579122798091,0.00882564982864851,0.0021369292941495806,0.18,50.0,0.105,0.0005921290549123256,0.004073220217008629,0.008702108279903758,0.007007122961101461,0.0016949853188022975,0.21,50.0,0.105,0.0004273391244497784,0.0027538911754486305,0.005811870887291851,0.004651717793747878,0.001160153093543973,0.27,50.0,0.105,0.99
177,1.76,0.0007265327445954786,0.0051018217944053,0.010846391426498604,0.008749808678847993,0.002096582747650608,0.18,50.0,0.105,0.0005813155097624421,0.004051403093528133,0.008654803515650919,0.006969424605740829,0.0016853789099100876,0.21,50.0,0.105,0.00041741990938917126,0.0027320572704495577,0.005761184892635745,0.004618651998873577,0.0011425328937621658,0.27,50.0,0.105,0.99
178,1.77,0.000721200033148051,0.005074477553425037,0.010782629853572792,0.008697050119511695,0.0020855797340610977,0.18,50.0,0.105,0.0005761260844990341,0.00402343273798328,0.008585779434024492,0.006917579673785192,0.0016681997602393018,0.21,50.0,0.105,0.0004118414472162118,0.002711209009891836,0.005708023862171001,0.004580208867290666,0.001127814994880334,0.27,50.0,0.105,0.99
179,1.78,0.0007056715564913263,0.005028219275299066,0.010669426796665648,0.008617069359375874,0.0020523574372897737,0.18,50.0,0.105,0.0005665872271298008,0.003994349936688525,0.008513037552124349,0.0068692701321563954,0.0016437674199679534,0.21,50.0,0.105,0.0004000825791656004,0.002685908189696164,0.005652930147080948,0.004540757768240635,0.0011121723788403129,0.27,50.0,0.105,0.99
180,1.79,0.0006922362772811044,0.005007315262243133,0.010605549155034219,0.008580701698422854,0.0020248474566113657,0.18,50.0,0.105,0.000561951842360376,0.003971535172176803,0.008463588336563427,0.006828339113794869,0.0016352492227685578,0.21,50.0,0.105,0.0003949080066461614,0.00266576231770962,0.005598074516921272,0.0045034948404186126,0.0010945796765026601,0.27,50.0,0.105,0.99
181,1.8,0.0006875670728049573,0.004983141268330963,0.010567053685389217,0.00855023427042195,0.002016819414967264,0.22,80.0,0.168,0.000548955971559567,0.00394354642250976,0.008399918505373185,0.0067826699871704876,0.0016172485182026958,0.25,80.0,0.168,0.00038937238938439595,0.0026443906722266887,0.005557727470631548,0.004469632453884073,0.001088095016747475,0.3,80.0,0.168,0.99
182,1.81,0.0006794159133115392,0.004937085180886309,0.010465513323141638,0.008472051176195613,0.0019934621469460236,0.22,80.0,0.168,0.0005397835075145958,0.003897124742078164,0.00828720768289402,0.00670111547530093,0.0015860922075930906,0.25,80.0,0.168,0.00037800305021035526,0.002617936765497115,0.005487096147048753,0.00442599226948375,0.0010611038775650023,0.3,80.0,0.168,0.99
183,1.82,0.0006296081513212043,0.0048809833641088405,0.01025304124658091,0.008359983288346222,0.0018930579582346852,0.22,80.0,0.168,0.0005239175268282613,0.0038626079254732945,0.008214103007435984,0.006649871065235724,0.001564231942200261,0.25,80.0,0.168,0.0003716143246860048,0.002587291140353294,0.0054272950850428195,0.004378064997377754,0.001049230087665066,0.3,80.0,0.168,0.99
184,1.83,0.0006179685684351417,0.004827634762947285,0.010145937237703663,0.008275584093411285,0.0018703531442923783,0.22,80.0,0.168,0.0005014531862511838,0.0038229440251336825,0.008077586151835712,0.006574249208721267,0.0015033369431144469,0.25,80.0,0.168,0.000362184079600248,0.0025575677707806105,0.0053566397770839725,0.004329243819016548,0.0010273959580674248,0.3,80.0,0.168,0.99
185,1.84,0.0006000848725045599,0.00478314330085977,0.010014681292050963,0.008196215273257479,0.0018184660187934834,0.22,80.0,0.168,0.0004925322319979735,0.0037877219383540086,0.008014200679634119,0.006522601548879416,0.0014915991307547021,0.25,80.0,0.168,0.000346658347558652,0.0025334965696213532,0.005284124380311604,0.00428996589219327,0.000994158488118333,0.3,80.0,0.168,0.99
186,1.85,0.0005952428449256344,0.004747914449954115,0.00996985757432978,0.00814761706073179,0.001822240513597991,0.22,80.0,0.168,0.0004760831729638292,0.0037504562776531636,0.007911152063107661,0.006456895669482768,0.0014542563936248926,0.25,80.0,0.168,0.00033675316849498947,0.002507295425792838,0.0052191679027543715,0.00424593934579304,0.0009732285569613321,0.3,80.0,0.168,0.99
187,1.86,0.0005588806494988581,0.004695633020044757,0.009792404784362465,0.008049445053705803,0.0017429597306566626,0.22,80.0,0.168,0.00045700861702965975,0.0037109703850977047,0.007791159366146444,0.006382406509850152,0.001408752856296292,0.25,80.0,0.168,0.0003269745248869309,0.002476641335069797,0.005148469866127744,0.004196245532761173,0.0009522243333665701,0.3,80.0,0.168,0.99
188,1.87,0.0005506452848922772,0.0046747777738644445,0.009718962895337096,0.008010638536014428,0.0017083243593226675,0.22,80.0,0.168,0.0004309102351592809,0.0036685065020659762,0.007664983824262819,0.006310531497180546,0.0013544523270822707,0.25,80.0,0.168,0.0003162852877315976,0.002448848100594761,0.005074795369437742,0.00414581977112539,0.0009289755983123514,0.3,80.0,0.168,0.99
189,1.88,0.0005269329981692392,0.004613796766020883,0.009560676710536188,0.00789950362124618,0.0016611730892900087,0.22,80.0,0.168,0.00042525644600325266,0.00363701373867385,0.007593721291278304,0.0062545763533699865,0.0013391449379083161,0.25,80.0,0.168,0.00030625599787842395,0.002421737852502285,0.005000549926686025,0.00409872372947927,0.0009018261972067546,0.3,80.0,0.168,0.99
190,1.89,0.0004971208015897934,0.0045749105484527855,0.009431458368558892,0.007829653615568312,0.0016018047529905786,0.22,80.0,0.168,0.0004004357305695771,0.0035989443267882126,0.007471659323058429,0.0061876473220534465,0.0012840120010049834,0.25,80.0,0.168,0.00029410426561260396,0.0023966486271144363,0.004929914002769055,0.004054458966217875,0.0008754550365511801,0.3,80.0,0.168,0.99
191,1.9,0.00048349130693636853,0.004534866489197798,0.009318820164610763,0.007757499645505733,0.0015613205191050289,0.22,80.0,0.168,0.0003858587353393546,0.0035556573962847293,0.007358594515308545,0.006109099960080101,0.0012494945552284442,0.25,80.0,0.168,0.0002791588990365999,0.002369299117861066,0.004854629133345172,0.004009634576846656,0.0008449945564985163,0.3,80.0,0.168,0.99
192,1.91,0.0004657979784312152,0.0044915135470282325,0.009195951333245618,0.007678977289895035,0.0015169740433505822,0.22,80.0,0.168,0.0003696377106827813,0.0035274340430967326,0.007265710839211676,0.006055610429565338,0.0012101004096463403,0.25,80.0,0.168,0.0002692998980791685,0.0023444367440092775,0.00479143792359497,0.003969921743737275,0.0008215161798576944,0.3,80.0,0.168,0.99
193,1.92,0.00044460927138702684,0.0044496169722507955,0.0090831930410012,0.007608311507947258,0.001474881533053943,0.22,80.0,0.168,0.0003530193562714653,0.0034929165524389388,0.007169509969823008,0.005999870853044282,0.0011696391167787268,0.25,80.0,0.168,0.00025845922703141813,0.002318096336110318,0.004719214569013379,0.003920744065989574,0.0007984705030238058,0.3,80.0,0.168,0.99
194,1.93,0.00042000730254353067,0.0044037984552410476,0.008951294763760864,0.007530476644201925,0.001420818119558941,0.22,80.0,0.168,0.0003408921367892984,0.003455400078300924,0.007071777569547426,0.005932527136843424,0.001139250432704001,0.25,80.0,0.168,0.0002407122847329837,0.0022920727708920785,0.004631073070797304,0.0038732846427116624,0.0007577884280856432,0.3,80.0,0.168,0.99
195,1.94,0.00042099497168225777,0.004358294216646136,0.008865256657472476,0.007451088175369902,0.0014141684821025744,0.22,80.0,0.168,0.0003197486270757008,0.0034110970816575025,0.0069464171183469875,0.005849100014691496,0.0010973171036554928,0.25,80.0,0.168,0.00023446134314208673,0.0022624667795379935,0.004562046615335511,0.003823989180972607,0.0007380574343629049,0.3,80.0,0.168,0.99
196,1.95,0.0003805992627925256,0.004314438837471593,0.008705733965927005,0.007369591149938215,0.0013361428159887915,0.22,80.0,0.168,0.00029885456037984624,0.0033795442000930094,0.006839945582958931,0.005794304397023954,0.001045641185934977,0.25,80.0,0.168,0.00021921300352122197,0.002242336073705252,0.00449526602998571,0.003787850637707573,0.0007074153922781374,0.3,80.0,0.168,0.99
197,1.96,0.0003647143251942069,0.004269178044522721,0.00856959886986413,0.007285720479581217,0.0012838783902829117,0.22,80.0,0.168,0.0002844721656428015,0.003340723229023161,0.006740726151403494,0.005726105045100172,0.0010146211063033217,0.25,80.0,0.168,0.0002115986537320566,0.002212744870125674,0.004423494002516539,0.0037367355307075046,0.0006867584718090342,0.3,80.0,0.168,0.99
198,1.97,0.000354173269326569,0.004227728075552678,0.0084782451076976,0.007218686306280603,0.0012595588014169975,0.22,80.0,0.168,0.0002679644398436383,0.00330508012782719,0.006631618948588332,0.005659746893783793,0.0009718720548045394,0.25,80.0,0.168,0.00019637375979039646,0.002189285332298801,0.0043379592230332635,0.0036902436502800427,0.0006477155727532206,0.3,80.0,0.168,0.99
199,1.98,0.0003206157102241085,0.004189637371234855,0.008331589740089771,0.007145496433055539,0.0011860933070342303,0.22,80.0,0.168,0.00025250372202074154,0.00327590488958316,0.006534679637070592,0.005603016611935089,0.0009316630251355037,0.25,80.0,0.168,0.00018212206216807153,0.002164420136320934,0.004268947553954044,0.003649951674106154,0.0006189958798478899,0.3,80.0,0.168,0.99
200,1.99,0.0003102458917955124,0.004152345619547346,0.008223480636979464,0.0070723079158556135,0.0011511727211238507,0.22,80.0,0.168,0.00023518320168802143,0.0032447575419767938,0.006437151218674002,0.005547119765223089,0.0008900314534509146,0.25,80.0,0.168,0.00017563995542084525,0.0021385427508945755,0.004197957696759085,0.0036009965643501412,0.0005969611324089448,0.3,80.0,0.168,0.99
201,2.0,0.0002795303620572687,0.004101065968931438,0.008049963422758532,0.006971831186862513,0.001078132235896019,0.22,80.0,0.168,0.0002099661956989244,0.0032066136246937603,0.006305370733178755,0.005475809617873196,0.0008295611153055595,0.25,80.0,0.168,0.00016396025982845356,0.0021127687620744236,0.004124452294860695,0.0035564936335753584,0.0005679586612853361,0.3,80.0,0.168,0.99
202,2.01,0.0002668499859498335,0.0040569521603455805,0.007926297732311021,0.006895003404433576,0.001031294327877447,0.22,80.0,0.168,0.00020123533777031662,0.0031697799818313187,0.006204094933687782,0.005404448845630523,0.0007996460880572595,0.25,80.0,0.168,0.00014904367360367313,0.0020884404893888125,0.0040435904524109625,0.0035114482444487446,0.0005321422079622171,0.3,80.0,0.168,0.99
203,2.02,0.0002397934490762471,0.00402851592258447,0.007812028709641309,0.0068388911336578085,0.0009731375759834993,0.22,80.0,0.168,0.00018745348981305816,0.0031397538401022633,0.006114710734023722,0.005352808742039433,0.0007619019919842904,0.25,80.0,0.168,0.00013848257494852354,0.002063592456647107,0.00397086634166028,0.0034671320305708865,0.0005037343110893929,0.3,80.0,0.168,0.99
204,2.03,0.00023513095776046133,0.003984937098481331,0.0077078469562100165,0.006761704347492984,0.000946142608717033,0.22,80.0,0.168,0.00016674358019681815,0.003100259420206825,0.005974968624848795,0.00527276549479495,0.0007022031300538465,0.25,80.0,0.168,0.00012646002004751628,0.002038148818441964,0.003890564715539898,0.0034188685604994,0.00047169615504049744,0.3,80.0,0.168,0.99
205,2.04,0.0001979473343891613,0.003943186184798796,0.007551528048706846,0.006681789259749954,0.0008697387889568929,0.22,80.0,0.168,0.00014533061405159353,0.0030735501403913257,0.005871586641314222,0.005223602566658815,0.0006479840746554069,0.25,80.0,0.168,0.0001133406368499256,0.0020157374691815023,0.0038065243950648037,0.003374473390150958,0.0004320510049138452,0.3,80.0,0.168,0.99
206,2.05,0.00021669597622289921,0.003950084801201598,0.0076058443925282855,0.006704643138769904,0.0009012012537583828,0.22,80.0,0.168,0.0001435085951093594,0.0030741415596572904,0.005876309594134013,0.005226279829754607,0.0006500297643794051,0.25,80.0,0.168,0.00011328132702845486,0.0020149767817488175,0.00381434215470233,0.0033774434177239678,0.00043689873697836203,0.3,80.0,0.168,0.99
207,2.06,0.00015820532311734155,0.0038560096688735612,0.007261373777183815,0.006515668891191751,0.0007457048859920637,0.22,80.0,0.168,0.00010529270609603897,0.0030010788957985915,0.005625210587791079,0.005085412836924053,0.0005397977508670265,0.25,80.0,0.168,8.52152944997739e-05,0.0019673725011603443,0.003638947754173032,0.0032843715638366825,0.0003545761903363503,0.3,80.0,0.168,0.99
208,2.07,0.0001596874865995805,0.0038585294973095385,0.007264124050051984,0.006518784371288951,0.0007453396787630328,0.22,80.0,0.168,0.00010723163967780533,0.0030063509608239543,0.005629972394032497,0.005090603072045461,0.0005393693219870369,0.25,80.0,0.168,8.58276417002701e-05,0.001967553905071986,0.0036380278713031657,0.00328447846819019,0.0003535494031129759,0.3,80.0,0.168,0.99
209,2.08,0.00010868548937569673,0.003782389193180659,0.00695627499041459,0.006366391063411016,0.000589883927003574,0.22,80.0,0.168,7.979131295482743e-05,0.0029322900125806463,0.00538206492806828,0.0049489990500575275,0.0004330658780107523,0.25,80.0,0.168,5.792299593723112e-05,0.0019161960051426547,0.0034465560681994365,0.0031832067118702763,0.0002633493563291599,0.3,80.0,0.168,0.99
210,2.09,9.407037466877903e-05,0.003739425609367451,0.006801050653866533,0.00627572876365368,0.0005253218902128512,0.22,80.0,0.168,6.723748529525745e-05,0.0028938336958652714,0.0052328641217633505,0.004866795498821132,0.0003660686229422186,0.25,80.0,0.168,4.452852418026487e-05,0.0018937986994705261,0.003345309645161955,0.0031343825158853,0.00021092712927665535,0.3,80.0,0.168,0.99
211,2.1,7.829207475812398e-05,0.003680551910998254,0.006546059280617787,0.006126696280110096,0.0004193630005076911,0.05,0.23,0.000483,5.761596554685131e-05,0.002860292697654161,0.005052180266209741,0.004769410514217746,0.00028276975199199536,0.09,0.23,0.000483,3.1578040525516036e-05,0.0018653716169810713,0.0032007126462572696,0.003059641862894019,0.00014107078336325092,0.15,0.23,0.000483,0.88
212,2.11,7.638277644821349e-05,0.0036759459030739784,0.006544187139432343,0.006126740969409107,0.000417446170023237,0.05,0.23,0.0064653,5.9658215528798344e-05,0.002856586348603654,0.005044604778687045,0.004759317349426963,0.00028528742926008056,0.09,0.23,0.0064653,3.2198198914963425e-05,0.001860417668524772,0.0031839711232089936,0.003046576454366289,0.00013739466884270476,0.15,0.23,0.0064653,0.88
213,2.12,7.61201994546224e-05,0.0036751791775567035,0.006531528832363025,0.006114157052394084,0.0004173717799689419,0.05,0.23,0.0064653,5.913625621369833e-05,0.0028507151680449033,0.0050212911407442745,0.004742650706495877,0.0002786404342483987,0.09,0.23,0.0064653,3.205675105858348e-05,0.001854483918338609,0.0031665810223153856,0.0030312720510631886,0.00013530897125219713,0.15,0.23,0.0064653,0.88
214,2.13,7.308992495585651e-05,0.0036772148049560374,0.00651427323037068,0.006109978088892621,0.000404295141478059,0.05,0.23,0.0064653,5.7033689406759945e-05,0.0028434216226034775,0.004998265175932348,0.004725847740681638,0.00027241743525070885,0.09,0.23,0.0064653,3.1539353111766604e-05,0.0018481782124137233,0.003145810585926539,0.003014675028934467,0.0001311355569920716,0.15,0.23,0.0064653,0.88
215,2.14,7.76421613776893e-05,0.0036705152519961926,0.006511824071667627,0.006100524661675123,0.00041129940999250317,0.05,0.23,0.0064653,5.7177419127336236e-05,0.0028394123751205274,0.0049870587262754425,0.004714970216194828,0.0002720885100806133,0.09,0.23,0.0064653,3.110480894425654e-05,0.0018434312963635329,0.0031430033594665977,0.00301044464573333,0.00013255871373326754,0.15,0.23,0.0064653,0.88
216,2.15,7.790681752928225e-05,0.0036755593870408327,0.006513360829318278,0.006102927479466215,0.0004104333498520627,0.05,0.23,0.0064653,5.679862475554432e-05,0.002837395015415046,0.004979346609762635,0.004708816230914561,0.0002705303788480745,0.09,0.23,0.0064653,3.1528182843036685e-05,0.0018388686383814393,0.0031273163222807787,0.002996867468464797,0.00013044885381598113,0.15,0.23,0.0064653,0.88
217,2.16,7.649780277867116e-05,0.003660647778291792,0.006494005341080454,0.006079459926537964,0.00041454541454249045,0.05,0.23,0.0064653,5.789417822063718e-05,0.0028295187413711234,0.0049586640544196075,0.004693876131309549,0.00026478792311005866,0.09,0.23,0.0064653,3.249057417049471e-05,0.0018346195604201294,0.003113793240994789,0.0029847068588351876,0.00012908638215960156,0.15,0.23,0.0064653,0.88
