,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Kd_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Kd_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,Kd_600.0,g
45,0.44,0.026368,0.03892,0.12997,0.074543,0.055428,0.06,480.0,1.7808,1.3192,0.021834,0.033169,0.10935,0.063302,0.046046,0.0775,480.0,1.7808,1.4226,0.01462,0.023969,0.076327,0.04527,0.031057,0.145,480.0,1.7808,1.7241,0.99
46,0.45,0.025935,0.038409,0.12809,0.073542,0.054546,0.06,480.0,1.7808,1.3263,0.021449,0.032699,0.10765,0.062387,0.04526,0.0775,480.0,1.7808,1.4283,0.014319,0.023558,0.074918,0.044482,0.030436,0.145,480.0,1.7808,1.7332,0.99
47,0.46,0.025503,0.037901,0.12622,0.072549,0.053669,0.06,480.0,1.7808,1.3364,0.021065,0.032233,0.10596,0.06148,0.044479,0.0775,480.0,1.7808,1.4385,0.014021,0.023153,0.073526,0.043704,0.029822,0.145,480.0,1.7808,1.7402,0.99
48,0.47,0.025074,0.037397,0.12436,0.071562,0.052797,0.06,480.0,1.7808,1.3432,0.020685,0.031771,0.10428,0.06058,0.043703,0.0775,480.0,1.7808,1.4502,0.013727,0.022753,0.072151,0.042936,0.029215,0.145,480.0,1.7808,1.7493,0.99
49,0.48,0.024647,0.036896,0.12251,0.070582,0.051929,0.06,480.0,1.7808,1.3539,0.020307,0.031313,0.10262,0.059687,0.042932,0.0775,480.0,1.7808,1.4557,0.013435,0.022358,0.070792,0.042177,0.028614,0.145,480.0,1.7808,1.7573,0.99
50,0.49,0.024223,0.036399,0.12068,0.069609,0.051067,0.06,480.0,1.7808,1.3635,0.019931,0.030859,0.10097,0.058801,0.042167,0.0775,480.0,1.7808,1.4718,0.013147,0.021968,0.069448,0.041428,0.02802,0.145,480.0,1.7808,1.7668,0.99
51,0.5,0.0238,0.035904,0.11885,0.068641,0.050209,0.06,480.0,1.7808,1.3718,0.019558,0.030408,0.099328,0.057922,0.041406,0.0775,480.0,1.7808,1.4756,0.012861,0.021582,0.06812,0.040688,0.027432,0.145,480.0,1.7808,1.7739,0.99
52,0.51,0.02338,0.035414,0.11704,0.06768,0.049356,0.06,480.0,1.7808,1.383,0.019187,0.02996,0.0977,0.05705,0.04065,0.0775,480.0,1.7808,1.4884,0.012578,0.021202,0.066807,0.039957,0.026849,0.145,480.0,1.7808,1.7845,0.99
53,0.52,0.022962,0.034926,0.11523,0.066725,0.048507,0.06,480.0,1.7808,1.3953,0.018818,0.029516,0.096084,0.056185,0.039899,0.0775,480.0,1.7808,1.5026,0.012298,0.020826,0.065508,0.039235,0.026273,0.145,480.0,1.7808,1.7954,0.99
54,0.53,0.022546,0.034441,0.11344,0.065776,0.047662,0.06,480.0,1.7808,1.4019,0.018451,0.029076,0.094478,0.055326,0.039153,0.0775,480.0,1.7808,1.5098,0.012021,0.020454,0.064224,0.038521,0.025703,0.145,480.0,1.7808,1.806,0.99
55,0.54,0.022132,0.03396,0.11165,0.064833,0.046821,0.06,480.0,1.7808,1.4116,0.018086,0.028639,0.092884,0.054473,0.038411,0.0775,480.0,1.7808,1.5207,0.011746,0.020087,0.062954,0.037816,0.025138,0.145,480.0,1.7808,1.8159,0.99
